kanji_raw,reading,audio_field_raw,rank,population,map_html,map_empty_html,kanji,audio_filename,map_filename,map_empty_filename,lat,lon,geocode_query,prefecture
小金井,こがねい,[sound:pronunciation_ja_小金井.mp3],200,126.253,"<img src=""200_Koganei.png"">","<img src=""japan pref.png"">",小金井,pronunciation_ja_小金井.mp3,200_Koganei.png,japan pref.png,35.7041083,139.5106759,"小金井市, Japan",東京都
うるま,うるま,[sound:chrome_qtOjgSReWh.mp3],201,125.406,"<img src=""201_Uruma.png"">","<img src=""japan pref.png"">",うるま,chrome_qtOjgSReWh.mp3,201_Uruma.png,japan pref.png,26.3791496,127.8573107,"うるま市, Japan",沖縄県
霧島,きりしま,[sound:pronunciation_ja_霧島.ogg],202,123.205,"<img src=""202_Kirishima.png"">","<img src=""japan pref.png"">",霧島,pronunciation_ja_霧島.ogg,202_Kirishima.png,japan pref.png,31.7410148,130.7632406,"霧島市, Japan",鹿児島県
八代,やつしろ,[sound:chrome_7FIdvDQYCE.mp3],203,123.146,"<img src=""203_Yatsushiro.png"">","<img src=""japan pref.png"">",八代,chrome_7FIdvDQYCE.mp3,203_Yatsushiro.png,japan pref.png,32.5081425,130.6020211,"八代市, Japan",熊本県
伊勢,いせ,[sound:pronunciation_ja_伊勢.ogg],204,122.855,"<img src=""204_Ise.png"">","<img src=""japan pref.png"">",伊勢,pronunciation_ja_伊勢.ogg,204_Ise.png,japan pref.png,34.4875944,136.7092334,"伊勢市, Japan",三重県
鶴岡,つるおか,[sound:pronunciation_ja_鶴岡.ogg],205,122.454,"<img src=""205_Tsuruoka.png"">","<img src=""japan pref.png"">",鶴岡,pronunciation_ja_鶴岡.ogg,205_Tsuruoka.png,japan pref.png,38.7272187,139.8266292,"鶴岡市, Japan",山形県
江別,えべつ,[sound:pronunciation_ja_江別.ogg],206,121.145,"<img src=""206_Ebetsu.png"">","<img src=""japan pref.png"">",江別,pronunciation_ja_江別.ogg,206_Ebetsu.png,japan pref.png,43.1037358,141.535894,"江別市, Japan",北海道
橿原,かしはら,[sound:chrome_uBN4whExUv.mp3],207,120.972,"<img src=""207_Kashihara.png"">","<img src=""japan pref.png"">",橿原,chrome_uBN4whExUv.mp3,207_Kashihara.png,japan pref.png,34.5094067,135.792955,"橿原市, Japan",奈良県
門真,かどま,[sound:chrome_RHtawq4Qwg.mp3],208,119.807,"<img src=""208_Kadoma.png"">","<img src=""japan pref.png"">",門真,chrome_RHtawq4Qwg.mp3,208_Kadoma.png,japan pref.png,34.739496,135.5869107,"門真市, Japan",大阪府
大東,だいとう,[sound:chrome_EkEv9CnxXj.mp3],209,119.184,"<img src=""209_Daito.png"">","<img src=""japan pref.png"">",大東,chrome_EkEv9CnxXj.mp3,209_Daito.png,japan pref.png,34.7120151,135.6235341,"大東市, Japan",大阪府
延岡,のべおか,[sound:pronunciation_ja_延岡.ogg],210,118.450,"<img src=""210_Nobeoka.png"">","<img src=""japan pref.png"">",延岡,pronunciation_ja_延岡.ogg,210_Nobeoka.png,japan pref.png,32.5823063,131.6649034,"延岡市, Japan",宮崎県
半田,はんだ,[sound:pronunciation_ja_半田.mp3],211,117.925,"<img src=""211_Handa.png"">","<img src=""japan pref.png"">",半田,pronunciation_ja_半田.mp3,211_Handa.png,japan pref.png,34.8938136,136.9369523,"半田市, Japan",愛知県
松原,まつばら,[sound:pronunciation_ja_松原.mp3],212,117.611,"<img src=""212_Matsubara.png"">","<img src=""japan pref.png"">",松原,pronunciation_ja_松原.mp3,212_Matsubara.png,japan pref.png,34.5780936,135.5517555,"松原市, Japan",大阪府
会津若松,あいづわかまつ,[sound:pronunciation_ja_会津若松.ogg],213,117.433,"<img src=""213_Aizuwakamatsu.png"">","<img src=""japan pref.png"">",会津若松,pronunciation_ja_会津若松.ogg,213_Aizuwakamatsu.png,japan pref.png,37.4947487,139.9297446,"会津若松市, Japan",福島県
唐津,からつ,[sound:pronunciation_ja_唐津.mp3],214,117.431,"<img src=""214_Karatsu.png"">","<img src=""japan pref.png"">",唐津,pronunciation_ja_唐津.mp3,214_Karatsu.png,japan pref.png,33.4503405,129.9679345,"唐津市, Japan",佐賀県
生駒,いこま,[sound:pronunciation_ja_生駒.ogg],215,116.951,"<img src=""215_Ikoma.png"">","<img src=""japan pref.png"">",生駒,pronunciation_ja_生駒.ogg,215_Ikoma.png,japan pref.png,34.6915267,135.6961681,"生駒市, Japan",奈良県
鴻巣,こうのす,[sound:pronunciation_ja_鴻巣.mp3],216,116.864,"<img src=""216_Konosu.png"">","<img src=""japan pref.png"">",鴻巣,pronunciation_ja_鴻巣.mp3,216_Konosu.png,japan pref.png,36.0657583,139.5221055,"鴻巣市, Japan",埼玉県
佐野,さの,[sound:pronunciation_ja_佐野.ogg],217,116.220,"<img src=""217_Sano.png"">","<img src=""japan pref.png"">",佐野,pronunciation_ja_佐野.ogg,217_Sano.png,japan pref.png,36.3144119,139.578429,"佐野市, Japan",栃木県
新居浜,にいはま,[sound:chrome_Q4o1zbcgNx.mp3],218,116.005,"<img src=""218_Niihama.png"">","<img src=""japan pref.png"">",新居浜,chrome_Q4o1zbcgNx.mp3,218_Niihama.png,japan pref.png,33.9603497,133.2835899,"新居浜市, Japan",愛媛県
浦添,うらぞえ,[sound:chrome_nAfVvw4TRF.mp3],219,115.741,"<img src=""219_Urazoe.png"">","<img src=""japan pref.png"">",浦添,chrome_nAfVvw4TRF.mp3,219_Urazoe.png,japan pref.png,26.2459242,127.7219769,"浦添市, Japan",沖縄県
北見,きたみ,[sound:pronunciation_ja_北見.ogg],220,115.608,"<img src=""220_Kitami.png"">","<img src=""japan pref.png"">",北見,pronunciation_ja_北見.ogg,220_Kitami.png,japan pref.png,43.8029391,143.8946351,"北見市, Japan",北海道
別府,べっぷ,[sound:pronunciation_ja_別府.ogg],221,115.416,"<img src=""221_Beppo.png"">","<img src=""japan pref.png"">",別府,pronunciation_ja_別府.ogg,221_Beppo.png,japan pref.png,33.2845752,131.4913063,"別府市, Japan",大分県
那須塩原,なすしおばら,[sound:pronunciation_ja_那須塩原.mp3],222,115.282,"<img src=""222_Nasushiobara.png"">","<img src=""japan pref.png"">",那須塩原,pronunciation_ja_那須塩原.mp3,222_Nasushiobara.png,japan pref.png,36.9621788,140.0467207,"那須塩原市, Japan",栃木県
東久留米,ひがしくるめ,[sound:pronunciation_ja_東久留米.mp3],223,115.227,"<img src=""223_Higashikurume.png"">","<img src=""japan pref.png"">",東久留米,pronunciation_ja_東久留米.mp3,223_Higashikurume.png,japan pref.png,35.752546,139.519089,"東久留米市, Japan",東京都
掛川,かけがわ,[sound:pronunciation_ja_掛川.mp3],224,114.989,"<img src=""224_Kakegawa.png"">","<img src=""japan pref.png"">",掛川,pronunciation_ja_掛川.mp3,224_Kakegawa.png,japan pref.png,34.7688351,137.9986433,"掛川市, Japan",静岡県
廿日市,はつかいち,[sound:pronunciation_ja_廿日市.ogg],225,114.253,"<img src=""225_Hatsukaichi.png"">","<img src=""japan pref.png"">",廿日市,pronunciation_ja_廿日市.ogg,225_Hatsukaichi.png,japan pref.png,34.3580272,132.335674,"廿日市, Japan",広島県
昭島,あきしま,[sound:pronunciation_ja_昭島.mp3],226,114.053,"<img src=""226_Akishima.png"">","<img src=""japan pref.png"">",昭島,pronunciation_ja_昭島.mp3,226_Akishima.png,japan pref.png,35.7058081,139.3536109,"昭島市, Japan",東京都
防府,ほうふ,[sound:chrome_aJ4T8CgmGV.mp3],227,114.038,"<img src=""227_Hofu.png"">","<img src=""japan pref.png"">",防府,chrome_aJ4T8CgmGV.mp3,227_Hofu.png,japan pref.png,34.0517226,131.5629141,"防府市, Japan",山口県
東海,とうかい,[sound:pronunciation_ja_東海.ogg],228,113.838,"<img src=""228_Tokai.png"">","<img src=""japan pref.png"">",東海,pronunciation_ja_東海.ogg,228_Tokai.png,japan pref.png,35.0228927,136.9023574,"東海市, Japan",愛知県
長浜,ながはま,[sound:chrome_HFU5r7zNfE.mp3],229,113.719,"<img src=""229_Nagahama.png"">","<img src=""japan pref.png"">",長浜,chrome_HFU5r7zNfE.mp3,229_Nagahama.png,japan pref.png,35.3808618,136.2785068,"長浜市, Japan",滋賀県
彦根,ひこね,[sound:pronunciation_ja_彦根.ogg],230,113.693,"<img src=""230_Hikone.png"">","<img src=""japan pref.png"">",彦根,pronunciation_ja_彦根.ogg,230_Hikone.png,japan pref.png,35.2744066,136.2596539,"彦根市, Japan",滋賀県
ふじみ野,ふじみの,[sound:chrome_BYC6YNd0T8.mp3],231,113.640,"<img src=""231_Fujimino.png"">","<img src=""japan pref.png"">",ふじみ野,chrome_BYC6YNd0T8.mp3,231_Fujimino.png,japan pref.png,35.8794749,139.5195441,"ふじみ野市, Japan",埼玉県
奥州,おうしゅう,[sound:pronunciation_ja_奥州.ogg],232,113.027,"<img src=""232_Oshu.png"">","<img src=""japan pref.png"">",奥州,pronunciation_ja_奥州.ogg,232_Oshu.png,japan pref.png,39.144275,141.1392382,"奥州市, Japan",岩手県
東近江,ひがしおうみ,[sound:chrome_fiI3AW8o84.mp3],233,112.872,"<img src=""233_Higashiomi.png"">","<img src=""japan pref.png"">",東近江,chrome_fiI3AW8o84.mp3,233_Higashiomi.png,japan pref.png,35.112415,136.2073154,"東近江市, Japan",滋賀県
一関,いちのぜき,[sound:pronunciation_ja_一関.ogg],234,111.970,"<img src=""234_Ichinozeki.png"">","<img src=""japan pref.png"">",一関,pronunciation_ja_一関.ogg,234_Ichinozeki.png,japan pref.png,38.9346961,141.126605,"一関市, Japan",岩手県
富士見,ふじみ,[sound:chrome_WhSu4gx8nQ.mp3],235,111.881,"<img src=""235_Fujimi.png"">","<img src=""japan pref.png"">",富士見,chrome_WhSu4gx8nQ.mp3,235_Fujimi.png,japan pref.png,35.8565545,139.5490731,"富士見市, Japan",埼玉県
加須,かぞ,[sound:pronunciation_ja_加須.mp3],236,111.702,"<img src=""236_Kazo.png"">","<img src=""japan pref.png"">",加須,pronunciation_ja_加須.mp3,236_Kazo.png,japan pref.png,36.1308572,139.603225,"加須市, Japan",埼玉県
小樽,おたる,[sound:pronunciation_ja_小樽.mp3],237,111.422,"<img src=""237_Otaru.png"">","<img src=""japan pref.png"">",小樽,pronunciation_ja_小樽.mp3,237_Otaru.png,japan pref.png,43.1906806,140.9946021,"小樽市, Japan",北海道
大牟田,おおむた,[sound:pronunciation_ja_大牟田.mp3],238,111.379,"<img src=""238_Omuta.png"">","<img src=""japan pref.png"">",大牟田,pronunciation_ja_大牟田.mp3,238_Omuta.png,japan pref.png,33.047013,130.464155,"大牟田市, Japan",福岡県
春日,かすが,[sound:pronunciation_ja_春日.mp3],239,111.097,"<img src=""239_Kasuga.png"">","<img src=""japan pref.png"">",春日,pronunciation_ja_春日.mp3,239_Kasuga.png,japan pref.png,33.5326401,130.4699924,"春日市, Japan",福岡県
白山,はくさん,[sound:pronunciation_ja_白山.mp3],240,110.497,"<img src=""240_Hakusan.png"">","<img src=""japan pref.png"">",白山,pronunciation_ja_白山.mp3,240_Hakusan.png,japan pref.png,36.5143504,136.5658067,"白山市, Japan",石川県
鎌ケ谷,かまがや,[sound:chrome_5U5vFagAGD.mp3],241,109.989,"<img src=""241_Kamagaya.png"">","<img src=""japan pref.png"">",鎌ケ谷,chrome_5U5vFagAGD.mp3,241_Kamagaya.png,japan pref.png,35.7766455,140.0007147,"鎌ケ谷市, Japan",千葉県
丸亀,まるがめ,[sound:chrome_NATEbEyCPI.mp3],242,109.589,"<img src=""242_Marugame.png"">","<img src=""japan pref.png"">",丸亀,chrome_NATEbEyCPI.mp3,242_Marugame.png,japan pref.png,34.2888128,133.7982421,"丸亀市, Japan",香川県
三田,みた,[sound:pronunciation_ja_三田.ogg],243,109.324,"<img src=""243_Mita.png"">","<img src=""japan pref.png"">",三田,pronunciation_ja_三田.ogg,243_Mita.png,japan pref.png,34.8899451,135.2252469,"三田市, Japan",兵庫県
羽曳野,はびきの,[sound:chrome_nGf8l8m9UI.mp3],244,108.872,"<img src=""244_Habikino.png"">","<img src=""japan pref.png"">",羽曳野,chrome_nGf8l8m9UI.mp3,244_Habikino.png,japan pref.png,34.5581531,135.6061619,"羽曳野市, Japan",大阪府
富田林,とんだばやし,[sound:chrome_zbJIdXgDCJ.mp3],245,108.768,"<img src=""245_Tondabayashi.png"">","<img src=""japan pref.png"">",富田林,chrome_zbJIdXgDCJ.mp3,245_Tondabayashi.png,japan pref.png,34.4998098,135.5972946,"富田林市, Japan",大阪府
三島,みしま,[sound:pronunciation_ja_三島.ogg],246,107.851,"<img src=""246_Mishima.png"">","<img src=""japan pref.png"">",三島,pronunciation_ja_三島.ogg,246_Mishima.png,japan pref.png,35.1185376,138.9184438,"三島市, Japan",静岡県
多治見,たじみ,[sound:pronunciation_ja_多治見.mp3],247,106.810,"<img src=""247_Tajimi.png"">","<img src=""japan pref.png"">",多治見,pronunciation_ja_多治見.mp3,247_Tajimi.png,japan pref.png,35.3329961,137.1319459,"多治見市, Japan",岐阜県
桐生,きりゅう,[sound:pronunciation_ja_桐生.ogg],248,106.524,"<img src=""248_Kiryu.png"">","<img src=""japan pref.png"">",桐生,pronunciation_ja_桐生.ogg,248_Kiryu.png,japan pref.png,36.4057374,139.3308366,"桐生市, Japan",群馬県
小松,こまつ,[sound:pronunciation_ja_小松.mp3],249,106.292,"<img src=""249_Komatsu.png"">","<img src=""japan pref.png"">",小松,pronunciation_ja_小松.mp3,249_Komatsu.png,japan pref.png,36.4032931,136.4495465,"小松市, Japan",石川県
池田,いけだ,[sound:pronunciation_ja_池田.ogg],250,105.017,"<img src=""250_Ikeda.png"">","<img src=""japan pref.png"">",池田,pronunciation_ja_池田.ogg,250_Ikeda.png,japan pref.png,34.8217095,135.4284236,"池田市, Japan",大阪府
西条,さいじょう,[sound:chrome_ewUsZGWoCH.mp3],251,104.879,"<img src=""251_Saijo.png"">","<img src=""japan pref.png"">",西条,chrome_ewUsZGWoCH.mp3,251_Saijo.png,japan pref.png,33.9194466,133.1813268,"西条市, Japan",愛媛県
取手,とりで,[sound:pronunciation_ja_取手.ogg],252,104.545,"<img src=""252_Toride.png"">","<img src=""japan pref.png"">",取手,pronunciation_ja_取手.ogg,252_Toride.png,japan pref.png,35.9112034,140.0500352,"取手市, Japan",茨城県
筑紫野,ちくしの,[sound:chrome_ag16sTM2IJ.mp3],253,103.374,"<img src=""253_Chikushino.png"">","<img src=""japan pref.png"">",筑紫野,chrome_ag16sTM2IJ.mp3,253_Chikushino.png,japan pref.png,33.4874888,130.5258812,"筑紫野市, Japan",福岡県
印西,いんざい,[sound:chrome_5zI3sggDJh.mp3],254,102.651,"<img src=""254_Inzai.png"">","<img src=""japan pref.png"">",印西,chrome_5zI3sggDJh.mp3,254_Inzai.png,japan pref.png,35.8322582,140.1452981,"印西市, Japan",千葉県
大野城,おおのじょう,[sound:chrome_LkR73MFAnt.mp3],255,102.172,"<img src=""255_Onojo.png"">","<img src=""japan pref.png"">",大野城,chrome_LkR73MFAnt.mp3,255_Onojo.png,japan pref.png,33.536239,130.478658,"大野城市, Japan",福岡県
伊勢原,いせはら,[sound:chrome_zpJqAWPQe2.mp3],256,101.839,"<img src=""256_Isehara.png"">","<img src=""japan pref.png"">",伊勢原,chrome_zpJqAWPQe2.mp3,256_Isehara.png,japan pref.png,35.4030614,139.3150172,"伊勢原市, Japan",神奈川県
河内長野,かわちながの,[sound:chrome_k5Lx0KS9sX.mp3],257,101.764,"<img src=""257_Kawachinagano.png"">","<img src=""japan pref.png"">",河内長野,chrome_k5Lx0KS9sX.mp3,257_Kawachinagano.png,japan pref.png,34.4575979,135.5643131,"河内長野市, Japan",大阪府
鹿屋,かのや,[sound:chrome_0oVzcY2P4A.mp3],258,101.204,"<img src=""258_Kanoya.png"">","<img src=""japan pref.png"">",鹿屋,chrome_0oVzcY2P4A.mp3,258_Kanoya.png,japan pref.png,31.3780472,130.8525167,"鹿屋市, Japan",鹿児島県
筑西,ちくせい,[sound:pronunciation_ja_筑西.ogg],259,100.819,"<img src=""259_Chikusei.png"">","<img src=""japan pref.png"">",筑西,pronunciation_ja_筑西.ogg,259_Chikusei.png,japan pref.png,36.3051944,139.9790903,"筑西市, Japan",茨城県
酒田,さかた,[sound:pronunciation_ja_酒田.ogg],260,100.320,"<img src=""260_Sakata.png"">","<img src=""japan pref.png"">",酒田,pronunciation_ja_酒田.ogg,260_Sakata.png,japan pref.png,38.9147229,139.8364101,"酒田市, Japan",山形県
坂戸,さかど,[sound:pronunciation_ja_坂戸.mp3],261,100.300,"<img src=""261_Sakado.png"">","<img src=""japan pref.png"">",坂戸,pronunciation_ja_坂戸.mp3,261_Sakado.png,japan pref.png,35.9572312,139.4029048,"坂戸市, Japan",埼玉県
宜野湾,ぎのわん,[sound:chrome_EmUd7VePX8.mp3],262,100.192,"<img src=""262_Ginowan.png"">","<img src=""japan pref.png"">",宜野湾,chrome_EmUd7VePX8.mp3,262_Ginowan.png,japan pref.png,26.2814968,127.7784916,"宜野湾市, Japan",沖縄県
泉佐野,いずみさの,[sound:chrome_bh1Bxeccek.mp3],263,100.182,"<img src=""263_Izumisano.png"">","<img src=""japan pref.png"">",泉佐野,chrome_bh1Bxeccek.mp3,263_Izumisano.png,japan pref.png,34.394629,135.322725,"泉佐野市, Japan",大阪府
可児,かに,[sound:chrome_FuHCvfMSRZ.mp3],264,100.037,"<img src=""264_Kani.png"">","<img src=""japan pref.png"">",可児,chrome_FuHCvfMSRZ.mp3,264_Kani.png,japan pref.png,35.4261093,137.0613166,"可児市, Japan",岐阜県
甲府,こうふ,[sound:pronunciation_ja_甲府.ogg],122,189.742,"<img src=""122_Kofu.png"">","<img src=""japan pref.png"">",甲府,pronunciation_ja_甲府.ogg,122_Kofu.png,japan pref.png,35.6652481,138.5710441,"甲府市, Japan",山梨県
