Prize_Type,Year,Laureate,Laureate_img,Rationale,Birth_Year,Death_Year,Portrait_URL,Nationality_1,Nationality_2,Nationality_3,Nationality_4,Nationality_img_1,Nationality_img_2,Nationality_img_3,Nationality_img_4,Flag_URL_1,Flag_URL_2,Flag_URL_3,Flag_URL_4
Physics,1901,Wilhelm Röntgen,/imgs/Laureates/Wilhelm_R_ntgen_1845.JPG,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him,1845,1923,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/WilhelmR%C3%B6ntgen.JPG/120px-WilhelmR%C3%B6ntgen.JPG,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Physics,1902,Hendrik Lorentz,/imgs/Laureates/Hendrik_Lorentz_1853.jpg,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,1853,1928,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/H_A_Lorentz_%28Nobel%29.jpg/120px-H_A_Lorentz_%28Nobel%29.jpg,Dutch,,,,/imgs/Flags/40px-Flag_of_the_Netherlands.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,,,
Physics,1902,Pieter Zeeman,/imgs/Laureates/Pieter_Zeeman_1865.jpg,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,1865,1943,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Pieter_Zeeman_1902.jpg/120px-Pieter_Zeeman_1902.jpg,Dutch,,,,/imgs/Flags/40px-Flag_of_the_Netherlands.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,,,
Physics,1903,Henri Becquerel,/imgs/Laureates/Henri_Becquerel_1852.jpg,for his discovery of spontaneous radioactivity,1852,1908,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Henri_Becquerel_1903.jpg/120px-Henri_Becquerel_1903.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,1903,Pierre Curie,/imgs/Laureates/Pierre_Curie_1859.jpg,for their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,1859,1906,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/PierreCurie.jpg/120px-PierreCurie.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,1903,Marie Curie,/imgs/Laureates/Marie_Curie_1867.jpg,for their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,1867,1934,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Marie_Curie_1903.jpg/120px-Marie_Curie_1903.jpg,Polish,French,,,/imgs/Flags/40px-Military_ensign_of_Vistula_Flotilla_of_Congress_Poland.svg.png,/imgs/Flags/40px-Flag_of_France.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Military_ensign_of_Vistula_Flotilla_of_Congress_Poland.svg/40px-Military_ensign_of_Vistula_Flotilla_of_Congress_Poland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,
Physics,1904,Lord Rayleigh,/imgs/Laureates/Lord_Rayleigh_1842.jpg,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,1842,1919,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/John_William_Strutt_%28cropped%29.jpg/120px-John_William_Strutt_%28cropped%29.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1905,Philipp Lenard,/imgs/Laureates/Philipp_Lenard_1862.jpg,for his work on cathode rays,1862,1947,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Lenard.jpg/120px-Lenard.jpg,Hungarian,German,,,/imgs/Flags/40px-Flag_of_Hungary_%281915-1918%2C_1919-1946%29.svg.png,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Flag_of_Hungary_%281915-1918%2C_1919-1946%29.svg/40px-Flag_of_Hungary_%281915-1918%2C_1919-1946%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,
Physics,1906,J. J. Thomson,/imgs/Laureates/J_J_Thomson_1856.jpg,for his theoretical and experimental investigations on the conduction of electricity by gases,1856,1940,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/J.J_Thomson.jpg/120px-J.J_Thomson.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1907,Albert A. Michelson,/imgs/Laureates/Albert_A_Michelson_1852.jpg,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,1852,1931,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Albert_Abraham_Michelson2.jpg/120px-Albert_Abraham_Michelson2.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281896%E2%80%931908%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Flag_of_the_United_States_%281896%E2%80%931908%29.svg/40px-Flag_of_the_United_States_%281896%E2%80%931908%29.svg.png,,,
Physics,1908,Gabriel Lippmann,/imgs/Laureates/Gabriel_Lippmann_1845.jpg,for his method of reproducing colours photographically based on the phenomenon of interference,1845,1921,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Gabriel_Lippmann2.jpg/120px-Gabriel_Lippmann2.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,1909,Guglielmo Marconi,/imgs/Laureates/Guglielmo_Marconi_1874.jpg,for their contributions to the development of wireless telegraphy,1874,1937,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Marconi_1909.jpg/120px-Marconi_1909.jpg,Italian,,,,/imgs/Flags/40px-Flag_of_Italy_%281861-1946%29_crowned.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Italy_%281861-1946%29_crowned.svg/40px-Flag_of_Italy_%281861-1946%29_crowned.svg.png,,,
Physics,1909,Karl Ferdinand Braun,/imgs/Laureates/Karl_Ferdinand_Braun_1850.jpg,for their contributions to the development of wireless telegraphy,1850,1918,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Braun_1909.jpg/120px-Braun_1909.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Physics,1910,Johannes Diderik van der Waals,/imgs/Laureates/Johannes_Diderik_van_der_Waals_1837.jpg,for his work on the equation of state for gases and liquids,1837,1923,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Johannes_Diderik_van_der_Waals_%28cropped%29.jpg/120px-Johannes_Diderik_van_der_Waals_%28cropped%29.jpg,Dutch,,,,/imgs/Flags/40px-Flag_of_the_Netherlands.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,,,
Physics,1911,Wilhelm Wien,/imgs/Laureates/Wilhelm_Wien_1864.jpg,for his discoveries regarding the laws governing the radiation of heat,1864,1928,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wilhelm_Wien_1911.jpg/120px-Wilhelm_Wien_1911.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Physics,1912,Gustaf Dalén,/imgs/Laureates/Gustaf_Dal_n_1869.jpg,for his invention of automatic valves designed to be used in combination with gas accumulators in lighthouses and buoys,1869,1937,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Nils_Gustaf_Dal%C3%A9n.jpg/120px-Nils_Gustaf_Dal%C3%A9n.jpg,Swedish,,,,/imgs/Flags/40px-Flag_of_Sweden.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png,,,
Physics,1913,Heike Kamerlingh Onnes,/imgs/Laureates/Heike_Kamerlingh_Onnes_1853.jpg,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium",1853,1926,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Kamerlingh_portret.jpg/120px-Kamerlingh_portret.jpg,Dutch,,,,/imgs/Flags/40px-Flag_of_the_Netherlands.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/40px-Flag_of_the_Netherlands.svg.png,,,
Physics,1914,Max von Laue,/imgs/Laureates/Max_von_Laue_1879.jpg,"For his discovery of the diffraction of X-rays by crystals, an important step in the development of X-ray spectroscopy.",1879,1960,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Max_von_Laue_1914.jpg/120px-Max_von_Laue_1914.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Physics,1915,William Henry Bragg,/imgs/Laureates/William_Henry_Bragg_1862.jpg,"For their services in the analysis of crystal structure by means of X-rays, an important step in the development of X-ray crystallography",1862,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Wh-bragg.jpg/120px-Wh-bragg.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1915,Lawrence Bragg,/imgs/Laureates/Lawrence_Bragg_1890.jpg,"For their services in the analysis of crystal structure by means of X-rays, an important step in the development of X-ray crystallography",1890,1971,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Wl-bragg.jpg/120px-Wl-bragg.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1916,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Physics,1917,Charles Glover Barkla,/imgs/Laureates/Charles_Glover_Barkla_1877.jpg,"For his discovery of the characteristic Röntgen radiation of the elements, another important step in the development of X-ray spectroscopy",1877,1944,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Charles_Glover_Barkla.jpg/120px-Charles_Glover_Barkla.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1918,Max Planck,/imgs/Laureates/Max_Planck_1858.jpg,for the services he rendered to the advancement of physics by his discovery of energy quanta,1858,1947,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Max_Planck_1933.jpg/120px-Max_Planck_1933.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Germany_%281867%E2%80%931918%29.svg/40px-Flag_of_Germany_%281867%E2%80%931918%29.svg.png,,,
Physics,1919,Johannes Stark,/imgs/Laureates/Johannes_Stark_1874.jpg,for his discovery of the Doppler effect in canal rays and the splitting of spectral lines in electric fields,1874,1957,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Johannes_Stark.jpg/120px-Johannes_Stark.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Physics,1920,Charles Édouard Guillaume,/imgs/Laureates/Charles_douard_Guillaume_1861.jpg,for the service he has rendered to precision measurements in physics by his discovery of anomalies in nickel-steel alloys,1861,1938,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Guillaume_1920.jpg/120px-Guillaume_1920.jpg,Swiss,,,,/imgs/Flags/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,
Physics,1921,Albert Einstein,/imgs/Laureates/Albert_Einstein_1879.jpg,"for his services to theoretical physics, and especially for his discovery of the law of the photoelectric effect",1879,1955,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Einstein1921_by_F_Schmutzer_4_%28cropped%29.jpg/120px-Einstein1921_by_F_Schmutzer_4_%28cropped%29.jpg,German,Swiss,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,/imgs/Flags/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/20px-Flag_of_Switzerland_%28Pantone%29.svg.png,,
Physics,1922,Niels Bohr,/imgs/Laureates/Niels_Bohr_1885.jpg,for his services in the investigation of the structure of atoms and of the radiation emanating from them,1885,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Niels_Bohr.jpg/120px-Niels_Bohr.jpg,Danish,,,,/imgs/Flags/20px-Flag_of_Denmark.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/20px-Flag_of_Denmark.svg.png,,,
Physics,1923,Robert Andrews Millikan,/imgs/Laureates/Robert_Andrews_Millikan_1868.jpg,for his work on the elementary charge of electricity and on the photoelectric effect,1868,1953,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Robert_Andrews_Millikan_1920s.jpg/120px-Robert_Andrews_Millikan_1920s.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Physics,1924,Manne Siegbahn,/imgs/Laureates/Manne_Siegbahn_1886.jpg,for his discoveries and research in the field of X-ray spectroscopy,1886,1978,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/1924_Karl_Manne_Siegbahn.jpg/120px-1924_Karl_Manne_Siegbahn.jpg,Swedish,,,,/imgs/Flags/40px-Flag_of_Sweden.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/40px-Flag_of_Sweden.svg.png,,,
Physics,1925,James Franck,/imgs/Laureates/James_Franck_1882.jpg,for their discovery of the laws governing the impact of an electron upon an atom,1882,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/James_Franck_1925.jpg/120px-James_Franck_1925.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Physics,1925,Gustav Hertz,/imgs/Laureates/Gustav_Hertz_1887.jpg,for their discovery of the laws governing the impact of an electron upon an atom,1887,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Gustav_Hertz.jpg/120px-Gustav_Hertz.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Physics,1926,Jean Baptiste Perrin,/imgs/Laureates/Jean_Baptiste_Perrin_1870.jpg,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",1870,1942,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Jean_Perrin_1926.jpg/120px-Jean_Perrin_1926.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,1927,Arthur Compton,/imgs/Laureates/Arthur_Compton_1892.jpg,for his discovery of the effect named after him,1892,1962,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Arthur_Compton.jpg/120px-Arthur_Compton.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Physics,1927,Charles Thomson Rees Wilson,/imgs/Laureates/Charles_Thomson_Rees_Wilson_1869.jpg,for his method of making the paths of electrically charged particles visible by condensation of vapour,1869,1959,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/CTR_Wilson.jpg/120px-CTR_Wilson.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1928,Owen Willans Richardson,/imgs/Laureates/Owen_Willans_Richardson_1879.jpg,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,1879,1959,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Owen_Richardson.jpg/120px-Owen_Richardson.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1929,Louis de Broglie,/imgs/Laureates/Louis_de_Broglie_1892.jpg,for his discovery of the wave nature of electrons,1892,1987,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Broglie_Portrait.jpg/120px-Broglie_Portrait.jpg,French,,,,/imgs/Flags/40px-Flag_of_France.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/40px-Flag_of_France.svg.png,,,
Physics,1930,C. V. Raman,/imgs/Laureates/C_V_Raman_1888.JPG,for his work on the scattering of light and for the discovery of the effect named after him,1888,1970,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Sir_CV_Raman.JPG/120px-Sir_CV_Raman.JPG,Indian,,,,/imgs/Flags/40px-British_Raj_Red_Ensign.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/British_Raj_Red_Ensign.svg/40px-British_Raj_Red_Ensign.svg.png,,,
Physics,1931,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Physics,1932,Werner Heisenberg,/imgs/Laureates/Werner_Heisenberg_1901.jpg,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",1901,1976,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Bundesarchiv_Bild183-R57262%2C_Werner_Heisenberg_%28cropped%29.jpg/120px-Bundesarchiv_Bild183-R57262%2C_Werner_Heisenberg_%28cropped%29.jpg,German,,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,,,
Physics,1933,Erwin Schrödinger,/imgs/Laureates/Erwin_Schr_dinger_1887.jpg,for the discovery of new productive forms of atomic theory,1887,1961,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Erwin_Schr%C3%B6dinger_%281933%29.jpg/120px-Erwin_Schr%C3%B6dinger_%281933%29.jpg,Austrian,,,,/imgs/Flags/40px-Flag_of_Austria.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/40px-Flag_of_Austria.svg.png,,,
Physics,1933,Paul Dirac,/imgs/Laureates/Paul_Dirac_1902.jpg,for the discovery of new productive forms of atomic theory,1902,1984,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Paul_Dirac%2C_1933.jpg/120px-Paul_Dirac%2C_1933.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1934,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Physics,1935,James Chadwick,/imgs/Laureates/James_Chadwick_1891.jpg,for the discovery of the neutron,1891,1974,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/James_Chadwick_%283x4_cropped%29.tif/lossy-page1-75px-James_Chadwick_%283x4_cropped%29.tif.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1936,Victor Francis Hess,/imgs/Laureates/Victor_Francis_Hess_1883.jpg,for his discovery of cosmic radiation,1883,1964,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Hess.jpg/120px-Hess.jpg,Austrian,,,,/imgs/Flags/40px-State_flag_of_Austria_%281934%E2%80%931938%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/State_flag_of_Austria_%281934%E2%80%931938%29.svg/40px-State_flag_of_Austria_%281934%E2%80%931938%29.svg.png,,,
Physics,1936,Carl David Anderson,/imgs/Laureates/Carl_David_Anderson_1905.jpg,for his discovery of the positron,1905,1991,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Carl_David_Anderson.jpg/120px-Carl_David_Anderson.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Physics,1937,Clinton Davisson,/imgs/Laureates/Clinton_Davisson_1881.jpg,for their experimental discovery of the diffraction of electrons by crystals,1881,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Clinton_Davisson.jpg/120px-Clinton_Davisson.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Physics,1937,George Paget Thomson,/imgs/Laureates/George_Paget_Thomson_1892.jpg,for their experimental discovery of the diffraction of electrons by crystals,1892,1975,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/George_Paget_Thomson.jpg/120px-George_Paget_Thomson.jpg,British,,,,/imgs/Flags/40px-Flag_of_the_United_Kingdom.svg.png,,,,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/40px-Flag_of_the_United_Kingdom.svg.png,,,
Physics,1938,Enrico Fermi,/imgs/Laureates/Enrico_Fermi_1901.jpg,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",1901,1954,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Enrico_Fermi_1943-49_140x190.jpg/120px-Enrico_Fermi_1943-49_140x190.jpg,Italian,,,,/imgs/Flags/40px-Flag_of_Italy_%281861-1946%29_crowned.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Italy_%281861-1946%29_crowned.svg/40px-Flag_of_Italy_%281861-1946%29_crowned.svg.png,,,
Physics,1939,Ernest Lawrence,/imgs/Laureates/Ernest_Lawrence_1901.jpg,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",1901,1958,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Ernest_Lawrence.jpg/120px-Ernest_Lawrence.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
Physics,1940,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Physics,1941,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Physics,1942,Not awarded,/imgs/Not_awarded_placeholder.png,,,,,,,,,,,,,,,,
Physics,1943,Otto Stern,/imgs/Laureates/Otto_Stern_1888.jpg,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,1888,1969,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Otto_Stern.jpg/120px-Otto_Stern.jpg,German,American,,,/imgs/Flags/40px-Flag_of_Germany_%283-2%29.svg.png,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Germany_%283-2%29.svg/40px-Flag_of_Germany_%283-2%29.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,
Physics,1944,Isidor Isaac Rabi,/imgs/Laureates/Isidor_Isaac_Rabi_1898.jpg,for his resonance method for recording the magnetic properties of atomic nuclei,1898,1988,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/II_Rabi.jpg/120px-II_Rabi.jpg,American,,,,/imgs/Flags/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_the_United_States_%281912-1959%29.svg/40px-Flag_of_the_United_States_%281912-1959%29.svg.png,,,
